airbnb_id,city,name,latitude,longitude,price,rating_overall,reviews_count,rating_stars,rating_accuracy,rating_communication,rating_cleanliness,rating_location,rating_checkin,rating_value,response_rate,response_time,acceptance_rate,room_type,bedrooms,beds,bathrooms,person_capacity,host_name,host_since,is_superhost,host_verified,url,data_source,last_review_date,availability_30,availability_60,availability_90,minimum_nights,maximum_nights
avignon_000177,Avignon,Magnifique studio proche monuments,43.880134,4.810304,49,4.5,27,4.5,4.58,4.48,4.24,4.53,4.41,4.28,98,quelques heures,81,Logement entier,5,4,1.6,3,Host_8496,2016,True,True,https://www.airbnb.fr/rooms/avignon_000177,detailed_ratings,2023-07-28,27,10,51,2,199
avignon_000178,Avignon,Magnifique chambre à Avignon,43.981404,4.840817,45,4.58,252,4.6,4.51,4.74,4.35,4.74,4.58,4.41,99,quelques heures,95,Chambre partagée,2,4,1.7,10,Host_91215,2016,False,True,https://www.airbnb.fr/rooms/avignon_000178,detailed_ratings,2023-04-10,2,14,66,5,208
avignon_000179,Avignon,Lumineux studio proche monuments,44.037129,4.75272,135,4.68,256,4.7,4.66,4.91,4.56,5.0,4.82,4.46,88,quelques heures,95,Logement entier,4,1,2.2,10,Host_2053,2021,False,True,https://www.airbnb.fr/rooms/avignon_000179,detailed_ratings,2022-09-09,1,40,0,6,361
avignon_000180,Avignon,Hébergement chez l'habitant - Avignon centre-ville,43.921739,4.804951,43,4.66,125,4.7,4.7,4.83,4.81,4.96,4.93,4.69,95,moins de 12 heures,95,Chambre privée,1,4,1.4,2,Host_77105,2012,True,False,https://www.airbnb.fr/rooms/avignon_000180,detailed_ratings,2023-06-03,19,3,38,1,136
avignon_000181,Avignon,Chambre confortable proche quartier animé Avignon,44.040212,4.764484,151,4.42,194,4.4,4.37,4.57,4.21,4.82,4.51,4.14,87,quelques heures,100,Chambre privée,1,4,1.8,9,Host_87848,2016,False,True,https://www.airbnb.fr/rooms/avignon_000181,detailed_ratings,2023-06-21,30,1,81,4,344
avignon_000182,Avignon,Charmant chambre à Avignon,43.953225,4.805895,82,4.46,34,4.5,4.43,4.58,4.38,4.7,4.5,4.35,88,moins d une heure,80,Chambre privée,1,2,2.9,2,Host_62001,2016,False,True,https://www.airbnb.fr/rooms/avignon_000182,detailed_ratings,2023-12-19,16,13,15,6,226
avignon_000183,Avignon,Pied-à-terre entier au cœur de Avignon,43.970221,4.85413,131,4.54,251,4.5,4.5,4.64,4.27,4.85,4.53,4.35,97,quelques heures,90,Logement entier,4,1,2.5,3,Host_6784,2021,False,True,https://www.airbnb.fr/rooms/avignon_000183,detailed_ratings,2022-12-03,2,2,82,4,93
avignon_000184,Avignon,Moderne duplex à Avignon,43.906448,4.71979,85,4.49,72,4.5,4.59,4.52,4.59,4.77,4.73,4.55,95,quelques heures,98,Logement entier,2,5,2.2,6,Host_15832,2023,False,True,https://www.airbnb.fr/rooms/avignon_000184,detailed_ratings,2022-11-01,21,60,48,3,41
avignon_000185,Avignon,Hébergement chez l'habitant - Avignon zone calme,44.036778,4.858218,125,4.58,202,4.6,4.71,4.48,4.47,4.85,4.65,4.6,95,quelques heures,96,Chambre privée,2,1,1.9,10,Host_62256,2021,False,True,https://www.airbnb.fr/rooms/avignon_000185,detailed_ratings,2023-06-23,21,13,23,3,279
avignon_000186,Avignon,Superbe duplex quartier animé,43.959168,4.82318,71,4.7,274,4.7,4.71,4.86,4.79,4.71,4.83,4.76,98,quelques heures,83,Logement entier,3,1,1.7,7,Host_66013,2022,False,False,https://www.airbnb.fr/rooms/avignon_000186,detailed_ratings,2023-11-11,6,47,30,2,231
avignon_000187,Avignon,Lumineux appartement proche commerces,43.940465,4.893387,152,4.55,102,4.5,4.63,4.58,4.51,4.71,4.46,4.56,100,quelques heures,90,Logement entier,5,5,3.0,4,Host_6465,2016,False,True,https://www.airbnb.fr/rooms/avignon_000187,detailed_ratings,2022-08-19,0,34,13,2,142
avignon_000188,Avignon,Cosy chambre à Avignon,44.009647,4.813111,132,4.69,71,4.7,4.69,4.63,4.69,4.8,4.88,4.37,86,moins d une heure,87,Chambre privée,1,4,1.2,4,Host_47450,2013,True,True,https://www.airbnb.fr/rooms/avignon_000188,detailed_ratings,2022-07-27,25,6,77,4,33
avignon_000189,Avignon,Chambre confortable proche quartier historique Avignon,44.035737,4.829235,122,4.37,152,4.4,4.55,4.64,4.33,4.67,4.52,4.22,86,quelques heures,96,Chambre privée,2,4,2.2,5,Host_57774,2012,False,False,https://www.airbnb.fr/rooms/avignon_000189,detailed_ratings,2022-07-28,22,45,90,3,186
avignon_000190,Avignon,Authentique loft à Avignon,43.852546,4.833168,60,4.59,74,4.6,4.76,4.69,4.3,4.83,4.59,4.28,90,moins de 12 heures,96,Logement entier,3,4,1.7,5,Host_87035,2019,True,True,https://www.airbnb.fr/rooms/avignon_000190,detailed_ratings,2022-04-06,29,49,53,1,311
avignon_000191,Avignon,Superbe chambre à Avignon,43.884755,4.796208,132,4.48,132,4.5,4.49,4.58,4.18,4.85,4.52,4.28,97,moins d une heure,82,Chambre privée,5,6,2.7,10,Host_40296,2017,False,False,https://www.airbnb.fr/rooms/avignon_000191,detailed_ratings,2023-12-17,27,20,86,1,83
avignon_000192,Avignon,Hébergement entier - Avignon proche commerces,43.936507,4.884937,51,4.54,229,4.5,4.64,4.78,4.44,4.56,4.55,4.41,92,moins de 12 heures,83,Logement entier,5,1,2.9,4,Host_54700,2023,False,False,https://www.airbnb.fr/rooms/avignon_000192,detailed_ratings,2024-11-21,29,16,40,4,180
avignon_000193,Avignon,Hébergement entier - Avignon zone calme,44.013185,4.818963,92,4.5,193,4.5,4.5,4.75,4.33,4.67,4.63,4.19,98,moins d une heure,91,Logement entier,1,3,2.4,3,Host_25905,2014,False,True,https://www.airbnb.fr/rooms/avignon_000193,detailed_ratings,2023-08-09,5,2,85,7,176
avignon_000194,Avignon,Loft entier au cœur de Avignon,44.01931,4.734943,144,4.51,101,4.5,4.67,4.45,4.54,4.77,4.68,4.46,95,moins de 12 heures,98,Logement entier,2,4,2.1,6,Host_5898,2021,False,True,https://www.airbnb.fr/rooms/avignon_000194,detailed_ratings,2024-07-02,7,22,70,6,93
avignon_000195,Avignon,Hébergement chez l'habitant - Avignon zone calme,43.884487,4.757137,121,4.48,6,4.5,4.61,4.5,4.25,4.81,4.63,4.47,92,moins d une heure,92,Chambre privée,1,4,1.5,7,Host_77583,2014,False,True,https://www.airbnb.fr/rooms/avignon_000195,detailed_ratings,2023-06-10,9,57,86,4,133
avignon_000196,Avignon,Hébergement entier - Avignon proche gare,44.006234,4.905269,62,4.52,198,4.5,4.52,4.64,4.43,4.71,4.6,4.45,92,moins de 12 heures,99,Logement entier,2,3,1.3,10,Host_76922,2018,False,True,https://www.airbnb.fr/rooms/avignon_000196,detailed_ratings,2022-05-15,10,14,64,5,325
avignon_000197,Avignon,Moderne appartement à Avignon,43.920345,4.85695,86,4.52,69,4.5,4.71,4.79,4.4,4.55,4.56,4.23,100,moins d une heure,84,Logement entier,2,6,1.2,5,Host_17165,2018,False,True,https://www.airbnb.fr/rooms/avignon_000197,detailed_ratings,2022-04-02,19,38,65,4,250
avignon_000198,Avignon,Hébergement entier - Avignon zone calme,44.023179,4.757926,32,4.72,247,4.7,4.74,4.69,4.44,4.98,4.95,4.78,90,quelques heures,85,Logement entier,2,3,2.6,2,Host_42799,2020,False,False,https://www.airbnb.fr/rooms/avignon_000198,detailed_ratings,2022-02-19,22,49,27,6,291
avignon_000199,Avignon,Authentique studio à Avignon,44.041401,4.887573,95,4.46,252,4.5,4.45,4.43,4.21,4.67,4.56,4.32,89,moins de 12 heures,85,Logement entier,5,1,2.2,7,Host_7831,2015,True,True,https://www.airbnb.fr/rooms/avignon_000199,detailed_ratings,2022-06-10,3,59,43,5,134
avignon_000200,Avignon,Hébergement entier - Avignon proche commerces,44.017496,4.888948,93,4.55,266,4.5,4.74,4.5,4.63,4.56,4.63,4.17,98,quelques heures,89,Logement entier,3,6,1.2,6,Host_61995,2021,False,True,https://www.airbnb.fr/rooms/avignon_000200,detailed_ratings,2022-11-16,12,40,33,4,320
avignon_000201,Avignon,Charmant chambre à Avignon,43.924468,4.877145,58,4.46,294,4.5,4.45,4.56,4.3,4.62,4.53,4.24,97,moins de 12 heures,87,Chambre privée,5,4,1.4,7,Host_90086,2022,True,True,https://www.airbnb.fr/rooms/avignon_000201,detailed_ratings,2024-04-26,3,11,66,2,99
avignon_000202,Avignon,Maison entier au cœur de Avignon,43.909983,4.725232,97,4.61,185,4.6,4.69,4.88,4.73,4.62,4.75,4.44,91,moins d une heure,82,Logement entier,1,2,1.5,8,Host_24461,2015,True,False,https://www.airbnb.fr/rooms/avignon_000202,detailed_ratings,2024-08-16,2,55,39,3,210
avignon_000203,Avignon,Hébergement entier - Avignon proche monuments,43.858002,4.785605,44,4.47,268,4.5,4.41,4.45,4.56,4.85,4.73,4.21,86,moins de 12 heures,85,Logement entier,5,4,1.8,2,Host_36769,2016,False,True,https://www.airbnb.fr/rooms/avignon_000203,detailed_ratings,2022-04-27,30,35,35,3,336
avignon_000204,Avignon,Lumineux chambre à Avignon,43.866156,4.759717,142,4.5,13,4.5,4.59,4.77,4.26,4.82,4.51,4.6,89,moins de 12 heures,92,Chambre privée,2,3,2.8,9,Host_87372,2013,False,False,https://www.airbnb.fr/rooms/avignon_000204,detailed_ratings,2022-04-22,16,45,4,7,320
avignon_000205,Avignon,Chambre confortable proche centre-ville Avignon,43.990356,4.856509,93,4.56,10,4.6,4.57,4.57,4.69,4.56,4.51,4.21,94,moins de 12 heures,80,Chambre partagée,3,3,2.1,6,Host_16011,2013,False,False,https://www.airbnb.fr/rooms/avignon_000205,detailed_ratings,2022-09-04,3,12,51,7,153
avignon_000206,Avignon,Hébergement chez l'habitant - Avignon proche gare,43.995607,4.837563,115,4.56,214,4.6,4.54,4.49,4.42,4.69,4.61,4.32,99,quelques heures,85,Chambre privée,4,6,2.4,10,Host_50669,2014,False,False,https://www.airbnb.fr/rooms/avignon_000206,detailed_ratings,2023-05-27,17,20,72,7,151
avignon_000207,Avignon,Calme chambre à Avignon,44.043296,4.791176,131,4.44,162,4.4,4.39,4.59,4.46,4.66,4.5,4.3,98,quelques heures,84,Chambre privée,2,2,2.7,7,Host_48506,2021,False,False,https://www.airbnb.fr/rooms/avignon_000207,detailed_ratings,2023-07-28,8,57,55,4,340
avignon_000208,Avignon,Chambre confortable proche proche monuments Avignon,43.91168,4.801375,135,4.72,155,4.7,4.66,5.0,4.81,4.99,4.66,4.39,96,moins de 12 heures,89,Chambre partagée,5,6,2.3,8,Host_21015,2015,True,True,https://www.airbnb.fr/rooms/avignon_000208,detailed_ratings,2022-06-11,29,2,58,1,281
avignon_000209,Avignon,Studio entier au cœur de Avignon,44.024426,4.808332,105,4.54,169,4.5,4.67,4.79,4.54,4.66,4.65,4.19,85,quelques heures,95,Logement entier,3,1,1.0,5,Host_18410,2020,True,False,https://www.airbnb.fr/rooms/avignon_000209,detailed_ratings,2023-02-18,28,21,3,2,360
avignon_000210,Avignon,Typique duplex à Avignon,43.898281,4.850022,75,4.4,207,4.4,4.3,4.61,4.5,4.77,4.36,4.36,97,quelques heures,93,Logement entier,4,5,3.0,9,Host_25570,2023,False,True,https://www.airbnb.fr/rooms/avignon_000210,detailed_ratings,2024-04-05,27,14,0,1,237
avignon_000211,Avignon,Superbe chambre à Avignon,43.943241,4.791419,93,4.51,150,4.5,4.67,4.44,4.53,4.54,4.59,4.13,88,moins de 12 heures,92,Chambre partagée,3,4,2.5,5,Host_82336,2017,False,True,https://www.airbnb.fr/rooms/avignon_000211,detailed_ratings,2023-08-22,6,30,8,1,274
avignon_000212,Avignon,Spacieux studio proche monuments,43.915381,4.870157,98,4.35,128,4.4,4.39,4.27,4.47,4.44,4.42,4.06,87,quelques heures,94,Logement entier,4,3,2.9,8,Host_87493,2020,False,True,https://www.airbnb.fr/rooms/avignon_000212,detailed_ratings,2023-08-04,6,36,76,1,194
avignon_000213,Avignon,Hébergement chez l'habitant - Avignon centre-ville,43.877973,4.72139,133,4.37,200,4.4,4.41,4.33,4.2,4.4,4.29,4.23,88,moins de 12 heures,81,Chambre privée,4,2,1.6,2,Host_80516,2021,True,False,https://www.airbnb.fr/rooms/avignon_000213,detailed_ratings,2023-02-07,18,50,0,6,168
avignon_000214,Avignon,Hébergement entier - Avignon quartier historique,44.045439,4.843491,130,4.4,75,4.4,4.58,4.44,4.5,4.8,4.68,4.21,99,moins de 12 heures,88,Logement entier,3,6,2.0,4,Host_67112,2022,False,True,https://www.airbnb.fr/rooms/avignon_000214,detailed_ratings,2022-08-28,27,25,13,3,359
avignon_000215,Avignon,Authentique maison proche monuments,44.015484,4.775237,127,4.56,1,4.6,4.69,4.58,4.72,4.96,4.78,4.61,93,quelques heures,90,Logement entier,1,1,2.2,8,Host_66260,2021,True,False,https://www.airbnb.fr/rooms/avignon_000215,detailed_ratings,2023-05-12,21,18,68,2,322
avignon_000216,Avignon,Lumineux appartement à Avignon,44.014309,4.821761,129,4.38,257,4.4,4.5,4.31,4.38,4.47,4.6,4.06,100,quelques heures,92,Logement entier,3,2,1.9,5,Host_67178,2021,False,True,https://www.airbnb.fr/rooms/avignon_000216,detailed_ratings,2022-07-21,25,23,78,4,152
avignon_000217,Avignon,Hébergement chez l'habitant - Avignon proche monuments,44.037951,4.730726,44,4.52,296,4.5,4.62,4.64,4.56,4.57,4.72,4.52,85,moins d une heure,89,Chambre privée,5,6,1.7,4,Host_61069,2019,True,False,https://www.airbnb.fr/rooms/avignon_000217,detailed_ratings,2022-01-23,25,25,80,4,201
avignon_000218,Avignon,Appartement entier au cœur de Avignon,43.965091,4.878893,60,4.52,56,4.5,4.56,4.67,4.53,4.78,4.81,4.2,99,moins de 12 heures,98,Logement entier,2,2,1.5,4,Host_79925,2018,False,False,https://www.airbnb.fr/rooms/avignon_000218,detailed_ratings,2022-10-17,11,5,10,7,301
avignon_000219,Avignon,Studio entier au cœur de Avignon,43.934476,4.751794,93,4.46,238,4.5,4.38,4.62,4.52,4.52,4.38,4.43,85,moins d une heure,97,Logement entier,2,1,2.0,9,Host_6503,2021,False,True,https://www.airbnb.fr/rooms/avignon_000219,detailed_ratings,2023-08-10,8,47,25,6,52
avignon_000220,Avignon,Spacieux chambre à Avignon,43.962705,4.902498,155,4.75,194,4.7,4.8,4.78,4.71,5.0,4.74,4.57,89,moins de 12 heures,84,Chambre privée,4,2,2.6,4,Host_94994,2014,False,True,https://www.airbnb.fr/rooms/avignon_000220,detailed_ratings,2024-09-25,28,1,15,7,315
avignon_000221,Avignon,Typique pied-à-terre proche monuments,43.973067,4.889842,108,4.42,127,4.4,4.59,4.68,4.24,4.42,4.47,4.26,90,moins d une heure,99,Logement entier,1,5,1.2,9,Host_26164,2015,True,True,https://www.airbnb.fr/rooms/avignon_000221,detailed_ratings,2022-08-28,26,43,27,1,277
avignon_000222,Avignon,Calme appartement zone calme,43.984002,4.868022,89,4.47,118,4.5,4.45,4.74,4.37,4.5,4.72,4.17,99,quelques heures,90,Logement entier,5,2,2.5,4,Host_77669,2018,True,True,https://www.airbnb.fr/rooms/avignon_000222,detailed_ratings,2022-01-09,7,24,86,6,354
avignon_000223,Avignon,Hébergement chez l'habitant - Avignon proche commerces,43.978019,4.789207,88,4.42,129,4.4,4.36,4.45,4.3,4.78,4.65,4.12,90,moins d une heure,92,Chambre privée,3,6,1.8,6,Host_87492,2014,False,True,https://www.airbnb.fr/rooms/avignon_000223,detailed_ratings,2022-06-25,20,0,43,3,350
avignon_000224,Avignon,Hébergement entier - Avignon quartier animé,43.993507,4.829522,91,4.44,262,4.4,4.52,4.73,4.61,4.48,4.59,4.23,85,moins de 12 heures,100,Logement entier,5,3,1.5,5,Host_82472,2019,False,True,https://www.airbnb.fr/rooms/avignon_000224,detailed_ratings,2024-09-15,25,37,38,5,200
avignon_000225,Avignon,Duplex entier au cœur de Avignon,43.949299,4.827885,107,4.42,79,4.4,4.53,4.4,4.21,4.44,4.66,4.44,85,moins d une heure,82,Logement entier,2,5,2.1,8,Host_46760,2021,False,True,https://www.airbnb.fr/rooms/avignon_000225,detailed_ratings,2024-06-13,9,16,58,7,279
avignon_000226,Avignon,Chambre confortable proche centre-ville Avignon,43.988455,4.834696,102,4.42,88,4.4,4.61,4.4,4.38,4.64,4.48,4.31,87,moins de 12 heures,88,Chambre privée,1,6,1.1,9,Host_15373,2022,False,True,https://www.airbnb.fr/rooms/avignon_000226,detailed_ratings,2024-11-07,26,38,32,4,251
avignon_000227,Avignon,Hébergement chez l'habitant - Avignon proche gare,43.906274,4.868645,38,4.73,64,4.7,4.92,4.98,4.52,4.96,4.75,4.56,91,quelques heures,99,Chambre privée,3,5,2.1,5,Host_34508,2021,False,True,https://www.airbnb.fr/rooms/avignon_000227,detailed_ratings,2022-06-06,5,12,4,6,306
avignon_000228,Avignon,Hébergement chez l'habitant - Avignon proche commerces,43.970065,4.778344,36,4.7,179,4.7,4.8,4.66,4.76,5.0,4.73,4.68,98,moins de 12 heures,89,Chambre privée,5,3,1.0,8,Host_5184,2015,False,True,https://www.airbnb.fr/rooms/avignon_000228,detailed_ratings,2022-09-11,22,54,25,1,236
avignon_000229,Avignon,Hébergement chez l'habitant - Avignon centre-ville,44.028813,4.895389,130,4.61,44,4.6,4.61,4.86,4.53,5.0,4.85,4.41,88,moins d une heure,90,Chambre privée,1,1,2.4,8,Host_58165,2012,True,True,https://www.airbnb.fr/rooms/avignon_000229,detailed_ratings,2023-06-18,5,37,55,6,293
avignon_000230,Avignon,Lumineux loft zone calme,43.854072,4.869765,81,4.43,222,4.4,4.4,4.64,4.52,4.8,4.55,4.17,96,moins d une heure,97,Logement entier,5,2,1.9,6,Host_21969,2023,False,True,https://www.airbnb.fr/rooms/avignon_000230,detailed_ratings,2022-04-11,7,8,74,3,257
avignon_000231,Avignon,Appartement entier au cœur de Avignon,43.851029,4.866705,142,4.66,57,4.7,4.81,4.69,4.42,4.86,4.86,4.44,91,quelques heures,86,Logement entier,4,3,2.5,10,Host_80273,2017,False,True,https://www.airbnb.fr/rooms/avignon_000231,detailed_ratings,2022-04-17,27,53,6,5,86
avignon_000232,Avignon,Typique duplex à Avignon,43.966972,4.855087,127,4.75,37,4.7,4.82,4.92,4.84,5.0,4.9,4.6,90,quelques heures,97,Logement entier,2,3,1.9,5,Host_1623,2017,False,True,https://www.airbnb.fr/rooms/avignon_000232,detailed_ratings,2022-11-06,16,31,78,2,177
avignon_000233,Avignon,Typique appartement quartier animé,43.942956,4.75462,148,4.62,101,4.6,4.65,4.73,4.44,4.68,4.88,4.43,86,moins de 12 heures,88,Logement entier,4,6,1.8,10,Host_54826,2014,False,True,https://www.airbnb.fr/rooms/avignon_000233,detailed_ratings,2022-12-20,13,40,72,6,272
avignon_000234,Avignon,Spacieux maison à Avignon,44.047232,4.736358,71,4.7,13,4.7,4.83,4.74,4.58,4.75,4.97,4.66,86,moins de 12 heures,93,Logement entier,3,3,2.1,8,Host_28278,2022,True,True,https://www.airbnb.fr/rooms/avignon_000234,detailed_ratings,2023-12-22,19,27,44,5,283
avignon_000235,Avignon,Spacieux chambre à Avignon,43.910881,4.870035,158,4.68,9,4.7,4.78,4.94,4.54,4.88,4.97,4.59,85,quelques heures,92,Chambre privée,5,4,1.8,8,Host_53209,2018,False,True,https://www.airbnb.fr/rooms/avignon_000235,detailed_ratings,2022-04-15,10,39,40,7,308
avignon_000236,Avignon,Chambre confortable proche quartier animé Avignon,44.009452,4.756319,141,4.73,7,4.7,4.66,4.97,4.54,5.0,4.78,4.77,89,moins d une heure,84,Chambre privée,3,5,2.0,6,Host_79460,2012,True,True,https://www.airbnb.fr/rooms/avignon_000236,detailed_ratings,2023-05-05,22,19,64,5,314
avignon_000237,Avignon,Moderne pied-à-terre à Avignon,43.96701,4.770877,51,4.46,242,4.5,4.42,4.74,4.31,4.86,4.41,4.06,99,quelques heures,82,Logement entier,4,6,2.5,6,Host_34589,2023,False,True,https://www.airbnb.fr/rooms/avignon_000237,detailed_ratings,2022-01-04,25,0,22,2,354
avignon_000238,Avignon,Cosy chambre à Avignon,43.945002,4.881499,61,4.56,64,4.6,4.7,4.72,4.74,4.61,4.67,4.24,92,quelques heures,83,Chambre privée,3,4,2.2,10,Host_62232,2013,False,False,https://www.airbnb.fr/rooms/avignon_000238,detailed_ratings,2024-05-15,17,8,38,1,198
avignon_000239,Avignon,Superbe chambre à Avignon,43.950617,4.74773,87,4.71,45,4.7,4.71,4.72,4.84,4.78,4.99,4.63,90,moins d une heure,100,Chambre partagée,1,5,1.3,3,Host_74283,2016,True,True,https://www.airbnb.fr/rooms/avignon_000239,detailed_ratings,2024-09-08,3,54,7,2,257
avignon_000240,Avignon,Chambre confortable proche centre-ville Avignon,44.003474,4.726622,120,4.55,106,4.6,4.68,4.83,4.61,4.94,4.71,4.57,90,moins d une heure,90,Chambre privée,3,3,1.1,6,Host_12954,2016,False,True,https://www.airbnb.fr/rooms/avignon_000240,detailed_ratings,2023-06-16,14,8,68,2,356
avignon_000241,Avignon,Hébergement chez l'habitant - Avignon quartier animé,43.960825,4.812306,51,4.52,241,4.5,4.51,4.8,4.25,4.87,4.79,4.39,86,quelques heures,88,Chambre partagée,5,5,1.1,8,Host_50086,2019,True,False,https://www.airbnb.fr/rooms/avignon_000241,detailed_ratings,2022-03-26,9,4,70,7,258
avignon_000242,Avignon,Hébergement chez l'habitant - Avignon proche commerces,43.917499,4.878738,50,4.47,184,4.5,4.6,4.74,4.45,4.7,4.53,4.34,95,quelques heures,86,Chambre privée,4,3,1.2,6,Host_21519,2019,False,True,https://www.airbnb.fr/rooms/avignon_000242,detailed_ratings,2022-07-24,13,19,84,7,247
avignon_000243,Avignon,Maison entier au cœur de Avignon,43.874205,4.790469,84,4.67,143,4.7,4.67,4.79,4.4,4.8,4.89,4.61,96,quelques heures,92,Logement entier,5,6,1.5,2,Host_84964,2020,False,True,https://www.airbnb.fr/rooms/avignon_000243,detailed_ratings,2024-01-20,3,37,79,4,320
avignon_000244,Avignon,Typique chambre à Avignon,43.951143,4.833781,107,4.53,151,4.5,4.66,4.65,4.62,4.84,4.65,4.16,90,moins d une heure,95,Chambre privée,3,4,1.6,3,Host_63121,2023,True,True,https://www.airbnb.fr/rooms/avignon_000244,detailed_ratings,2023-12-08,11,48,47,3,180
avignon_000245,Avignon,Hébergement entier - Avignon zone calme,43.888705,4.734539,104,4.72,118,4.7,4.7,4.97,4.51,5.0,4.72,4.62,96,quelques heures,83,Logement entier,3,2,1.2,5,Host_40594,2023,True,False,https://www.airbnb.fr/rooms/avignon_000245,detailed_ratings,2024-01-02,12,36,21,4,61
avignon_000246,Avignon,Typique chambre à Avignon,44.023654,4.711628,153,4.35,64,4.4,4.4,4.55,4.5,4.57,4.33,4.04,95,moins de 12 heures,87,Chambre privée,1,4,2.7,8,Host_74295,2021,True,True,https://www.airbnb.fr/rooms/avignon_000246,detailed_ratings,2023-03-03,24,50,7,5,141
avignon_000247,Avignon,Lumineux chambre à Avignon,44.048381,4.866764,90,4.35,250,4.4,4.31,4.47,4.26,4.4,4.26,4.2,88,moins de 12 heures,95,Chambre privée,2,5,2.2,9,Host_9835,2020,False,True,https://www.airbnb.fr/rooms/avignon_000247,detailed_ratings,2022-01-14,21,58,5,1,100
avignon_000248,Avignon,Chambre confortable proche quartier historique Avignon,44.031856,4.792614,47,4.4,244,4.4,4.36,4.41,4.57,4.61,4.53,4.1,93,quelques heures,90,Chambre privée,4,5,2.3,7,Host_23448,2016,False,True,https://www.airbnb.fr/rooms/avignon_000248,detailed_ratings,2024-01-27,15,11,30,2,357
avignon_000249,Avignon,Moderne chambre à Avignon,43.916135,4.77443,72,4.75,160,4.7,4.93,4.89,4.78,4.85,4.89,4.42,100,moins de 12 heures,91,Chambre privée,1,4,2.8,3,Host_58591,2021,False,True,https://www.airbnb.fr/rooms/avignon_000249,detailed_ratings,2024-03-21,15,22,80,3,37
avignon_000250,Avignon,Moderne duplex à Avignon,43.992081,4.730023,98,4.49,31,4.5,4.64,4.66,4.5,4.75,4.57,4.15,91,quelques heures,87,Logement entier,3,4,2.7,9,Host_14645,2017,False,True,https://www.airbnb.fr/rooms/avignon_000250,detailed_ratings,2022-09-27,6,56,17,4,94
avignon_000251,Avignon,Hébergement chez l'habitant - Avignon centre-ville,43.872018,4.880274,62,4.41,107,4.4,4.38,4.46,4.34,4.69,4.31,4.17,87,moins d une heure,88,Chambre privée,5,6,2.3,5,Host_87043,2017,True,True,https://www.airbnb.fr/rooms/avignon_000251,detailed_ratings,2023-05-07,27,2,83,1,145
avignon_000252,Avignon,Hébergement chez l'habitant - Avignon proche monuments,44.027648,4.810906,89,4.56,33,4.6,4.46,4.71,4.49,4.93,4.78,4.58,96,moins d une heure,98,Chambre privée,1,2,1.5,3,Host_86164,2023,False,True,https://www.airbnb.fr/rooms/avignon_000252,detailed_ratings,2024-10-11,14,48,36,1,272
avignon_000253,Avignon,Moderne chambre à Avignon,43.998643,4.834875,41,4.61,256,4.6,4.7,4.65,4.8,4.97,4.56,4.59,96,quelques heures,98,Chambre privée,2,2,2.8,2,Host_6060,2017,True,True,https://www.airbnb.fr/rooms/avignon_000253,detailed_ratings,2023-06-22,16,37,75,4,301
avignon_000254,Avignon,Moderne chambre à Avignon,43.895469,4.757187,95,4.59,113,4.6,4.51,4.7,4.7,4.92,4.69,4.47,92,moins de 12 heures,94,Chambre privée,4,1,1.4,5,Host_50951,2023,False,True,https://www.airbnb.fr/rooms/avignon_000254,detailed_ratings,2022-04-07,23,58,43,1,67
avignon_000255,Avignon,Hébergement chez l'habitant - Avignon quartier animé,43.892002,4.713914,61,4.61,177,4.6,4.8,4.76,4.35,4.76,4.57,4.23,98,quelques heures,87,Chambre privée,3,2,2.7,5,Host_82002,2017,False,True,https://www.airbnb.fr/rooms/avignon_000255,detailed_ratings,2024-04-19,6,41,57,4,109
avignon_000256,Avignon,Chambre confortable proche proche monuments Avignon,43.916112,4.772081,65,4.39,47,4.4,4.3,4.43,4.5,4.78,4.31,4.08,87,quelques heures,84,Chambre privée,4,5,1.0,6,Host_51437,2019,False,True,https://www.airbnb.fr/rooms/avignon_000256,detailed_ratings,2024-05-13,18,2,13,5,221
avignon_000257,Avignon,Charmant pied-à-terre zone calme,44.026125,4.788103,70,4.72,90,4.7,4.85,4.96,4.6,5.0,4.74,4.67,89,moins d une heure,88,Logement entier,2,6,2.9,10,Host_84826,2015,False,False,https://www.airbnb.fr/rooms/avignon_000257,detailed_ratings,2022-03-11,18,22,90,5,43
avignon_000258,Avignon,Chambre confortable proche centre-ville Avignon,43.962264,4.747941,127,4.69,47,4.7,4.85,4.93,4.56,5.0,4.94,4.72,97,quelques heures,84,Chambre privée,3,2,1.8,8,Host_25746,2019,False,True,https://www.airbnb.fr/rooms/avignon_000258,detailed_ratings,2023-01-10,20,30,58,3,256
avignon_000259,Avignon,Cosy chambre à Avignon,43.970424,4.764516,40,4.68,69,4.7,4.76,4.76,4.44,4.74,4.9,4.67,92,moins d une heure,94,Chambre privée,2,4,1.6,2,Host_99250,2018,False,True,https://www.airbnb.fr/rooms/avignon_000259,detailed_ratings,2024-03-10,2,55,37,6,62
avignon_000260,Avignon,Chambre confortable proche proche commerces Avignon,43.945234,4.757052,91,4.49,193,4.5,4.51,4.74,4.62,4.84,4.73,4.16,88,moins d une heure,92,Chambre privée,4,6,2.6,2,Host_75440,2019,True,False,https://www.airbnb.fr/rooms/avignon_000260,detailed_ratings,2024-12-24,11,6,46,4,67
